Max Age (Ma),Min Age (Ma),mindat ID,Locality containing Mineral,Country,Tectonic Settings,Dated Locality ID,Dated Locality (Max Age),Reference (Max Age),Reference (Min Age),Excel ID (Max Age),Excel ID (Min Age),Query Minerals,# of Query Minerals at Locality
,,125671,"Paguate (2), Cibola Co., New Mexico, USA",USA,,,,,,,,Becquerelite,1
,,21845,"Laughlin Peak, Colfax Co., New Mexico, USA",USA,,,,,,,,Uraninite,1
,,51138,"President Mine, Elizabethtown District, Sangre De Cristo Mts, Colfax Co., New Mexico, USA",USA,,,,,,,,Uraninite,1
,,3970,"Organ District, Organ Mts, Doña Ana Co., New Mexico, USA",USA,,,,,,,,Euxenite-(Y),1
,,205800,"Spider Cave, Carlsbad, Eddy Co., New Mexico, USA",USA,,,,,,,,Metatyuyamunite,1
66,2.6,3975,"Alhambra Mine (Blue Bell Mine), Black Hawk District (Bullard's Peak District), Big Burro Mts, Grant Co., New Mexico, USA",USA,,7188,"Black Hawk Mine, Black Hawk District (Bullard's Peak District), Big Burro Mts, Grant Co., New Mexico, USA",USGSOFR2009-1252,USGSOFR2009-1252,sedznpb-00448,sedznpb-00448,Uraninite,1
66,2.6,7188,"Black Hawk Mine, Black Hawk District (Bullard's Peak District), Big Burro Mts, Grant Co., New Mexico, USA",USA,,7188,"Black Hawk Mine, Black Hawk District (Bullard's Peak District), Big Burro Mts, Grant Co., New Mexico, USA",USGSOFR2009-1252,USGSOFR2009-1252,sedznpb-00448,sedznpb-00448,Uraninite,1
66,2.6,34817,"Granada Prospect (Osmer Silver Prospect), Black Hawk District (Bullard's Peak District), Big Burro Mts, Grant Co., New Mexico, USA",USA,,7188,"Black Hawk Mine, Black Hawk District (Bullard's Peak District), Big Burro Mts, Grant Co., New Mexico, USA",USGSOFR2009-1252,USGSOFR2009-1252,sedznpb-00448,sedznpb-00448,Uraninite,1
,,35061,"Hines Property, Bound Ranch District, Grant Co., New Mexico, USA",USA,,,,,,,,Autunite,1
,,34934,"Austin-Amazon Mine, Burro Peak, Burro Mountains District, Grant Co., New Mexico, USA",USA,,,,,,,,Torbernite,1
,,35011,"Wild Irishman No. 5 Claims, Southwest And Central Burro Mts Area, Burro Mountains District, Grant Co., New Mexico, USA",USA,,,,,,,,Torbernite,1
,,34916,"Apache Trail Mine, Tyrone Area, Burro Mountains District, Grant Co., New Mexico, USA",USA,,,,,,,,Torbernite,1
56,55,4464,"Tyrone Mine, Tyrone Area, Burro Mountains District, Grant Co., New Mexico, USA",USA,,4464,"Tyrone Mine, Tyrone Area, Burro Mountains District, Grant Co., New Mexico, USA",USGSOFR2008_1155,USGSOFR2008_1155,PorphCu-00015,PorphCu-00015,Autunite,1
66,2.6,33987,"Central District, Grant Co., New Mexico, USA",USA,,7078,"Groundhog Mine, Vanadium, Central District, Grant Co., New Mexico, USA",USGSOFR2009-1252,USGSOFR2009-1252,sedznpb-00465,sedznpb-00465,Uraninite,1
,,33093,"Chloride Flat District (incl. Silver City District), Grant Co., New Mexico, USA",USA,,,,,,,,Torbernite,1
,,33094,"Eureka District, Grant Co., New Mexico, USA",USA,,,,,,,,Autunite,1
,,34887,"Langford Fluorspar Prospect, Langford Hills, Gold Hill District, Grant Co., New Mexico, USA",USA,,,,,,,,Autunite,1
,,35056,"Jersey Lily Mine, Little Burro Mts, Grant Co., New Mexico, USA",USA,,,,,,,,Torbernite,1
56,55,3978,"Chino Mine (Santa Rita Pit; Santa Rita Mine), Santa Rita, Santa Rita District, Grant Co., New Mexico, USA",USA,,3978,"Chino Mine (Santa Rita Pit; Santa Rita Mine), Santa Rita, Santa Rita District, Grant Co., New Mexico, USA",USGSOFR2008_1155,USGSOFR2008_1155,PorphCu-00014,PorphCu-00014,Torbernite,1
,,33105,"Telegraph District, Grant Co., New Mexico, USA",USA,,,,,,,,Autunite,1
,,35076,"Uranium Deposits, Wild Horse Mesa, Telegraph District, Grant Co., New Mexico, USA",USA,,,,,,,,Saléeite,1
,,21840,"White Signal District, Grant Co., New Mexico, USA",USA,,,,,,,,Samarskite-(Y),1
,,35019,"Acme Mine, White Signal District, Grant Co., New Mexico, USA",USA,,,,,,,,Torbernite,1
,,35014,"Alhambra-Bluebell No. 2 Mine, White Signal District, Grant Co., New Mexico, USA",USA,,,,,,,,Torbernite,1
,,35020,"California Mine, White Signal District, Grant Co., New Mexico, USA",USA,,,,,,,,Torbernite,1
,,35031,"Eugenie Mine, White Signal District, Grant Co., New Mexico, USA",USA,,,,,,,,Torbernite,1
,,35029,"Inez Mine, White Signal District, Grant Co., New Mexico, USA",USA,,,,,,,,Torbernite,1
,,35040,"New Years Gift Mine, White Signal District, Grant Co., New Mexico, USA",USA,,,,,,,,Torbernite,1
,,35044,"Russell Pegmatite, White Signal District, Grant Co., New Mexico, USA",USA,,,,,,,,Euxenite-(Y),1
,,35032,"Tullock Shaft, White Signal District, Grant Co., New Mexico, USA",USA,,,,,,,,Torbernite,1
,,35045,"Wheatly Pegmatite, White Signal District, Grant Co., New Mexico, USA",USA,,,,,,,,Euxenite-(Y),1
,,49838,"Unnamed Prospect, Fremont District, Hidalgo Co., New Mexico, USA",USA,,,,,,,,Autunite,1
,,19889,"Sylvanite District, Hidalgo Co., New Mexico, USA",USA,,,,,,,,Autunite,1
,,50437,"Pearl, Lea Co., New Mexico, USA",USA,,,,,,,,Carnotite,1
,,185458,"J. B. Close Iron Mine, White Oaks District, Lincoln Co., New Mexico, USA",USA,,,,,,,,Metatorbernite,1
,,47957,"Ann Lee Mine (Ann Lee Mine No. 1), Ambrosia Lake Sub-district, Grants District, McKinley Co., New Mexico, USA",USA,,,,,,,,Coffinite,1
,,48101,"Bucky Mine, Ambrosia Lake Sub-district, Grants District, McKinley Co., New Mexico, USA",USA,,,,,,,,Zippeite,1
,,48042,"Faith Mine, Ambrosia Lake Sub-district, Grants District, McKinley Co., New Mexico, USA",USA,,,,,,,,Uraninite,1
,,48043,"Flat Top No. 3 Mine, Ambrosia Lake Sub-district, Grants District, McKinley Co., New Mexico, USA",USA,,,,,,,,Uraninite,1
,,242691,"Green Pick 20 Mine, Ambrosia Lake Sub-district, Grants District, McKinley Co., New Mexico, USA",USA,,,,,,,,Schröckingerite,1
,,48045,"Hanosh Mine, Ambrosia Lake Sub-district, Grants District, McKinley Co., New Mexico, USA",USA,,,,,,,,Uraninite,1
,,48103,"Hogan Mine, Ambrosia Lake Sub-district, Grants District, McKinley Co., New Mexico, USA",USA,,,,,,,,Coffinite,1
,,48354,"Isabella Mine, Ambrosia Lake Sub-district, Grants District, McKinley Co., New Mexico, USA",USA,,,,,,,,Coffinite,1
,,47940,"Mount Taylor Deposit, Ambrosia Lake Sub-district, Grants District, McKinley Co., New Mexico, USA",USA,,,,,,,,Coffinite,1
,,33597,"Poison Canyon Area, Ambrosia Lake Sub-district, Grants District, McKinley Co., New Mexico, USA",USA,,,,,,,,Uranophane-α,1
,,48056,"Red Point Lode, Ambrosia Lake Sub-district, Grants District, McKinley Co., New Mexico, USA",USA,,,,,,,,Uraninite,1
,,48108,"Section 17 Mine, Ambrosia Lake Sub-district, Grants District, McKinley Co., New Mexico, USA",USA,,,,,,,,Coffinite,1
,,48060,"Section 33 Mine, Ambrosia Lake Sub-district, Grants District, McKinley Co., New Mexico, USA",USA,,,,,,,,Tyuyamunite,1
,,48115,"Taffy Mine (Bonanza Mine), Ambrosia Lake Sub-district, Grants District, McKinley Co., New Mexico, USA",USA,,,,,,,,Tyuyamunite,1
,,50956,"Unnamed U Mine [1], Ambrosia Lake Sub-district, Grants District, McKinley Co., New Mexico, USA",USA,,,,,,,,Cuprosklodowskite,1
,,242693,"Christian Mine, Church Rock Sub-district (Gallup District; Church Rock Area), Grants District, McKinley Co., New Mexico, USA",USA,,,,,,,,Tyuyamunite,1
,,47919,"Church Rock No. 1 Deposit, Church Rock Sub-district (Gallup District; Church Rock Area), Grants District, McKinley Co., New Mexico, USA",USA,,,,,,,,Zippeite,1
,,242094,"Delter Prospect, Church Rock Sub-district (Gallup District; Church Rock Area), Grants District, McKinley Co., New Mexico, USA",USA,,,,,,,,Carnotite,1
,,242093,"U Mine, Church Rock Sub-district (Gallup District; Church Rock Area), Grants District, McKinley Co., New Mexico, USA",USA,,,,,,,,Carnotite,1
,,47928,"Nose Rock Deposit, Nose Rock, Grants District, McKinley Co., New Mexico, USA",USA,,,,,,,,Coffinite,1
,,49334,"Tucumcari Area, Quay Co., New Mexico, USA",USA,,,,,,,,Carnotite,1
,,50438,"Wallace Ranch Deposits, Quay Co., New Mexico, USA",USA,,,,,,,,Carnotite,1
,,33129,"Bromide No. 2 District, Rio Arriba Co., New Mexico, USA",USA,,,,,,,,Uraninite,1
,,51194,"JOL Prospect, Bromide No. 2 District, Rio Arriba Co., New Mexico, USA",USA,,,,,,,,Autunite,1
,,50439,"Coyote Dome, Rio Arriba Co., New Mexico, USA",USA,,,,,,,,Carnotite,1
,,50413,"Joseph Mine, Ojo Caliente No. 1 District, Rio Arriba Co., New Mexico, USA",USA,,,,,,,,Samarskite-(Y),1
,,50349,"Prospect No. 6, Ojo Caliente No. 1 District, Rio Arriba Co., New Mexico, USA",USA,,,,,,,,Samarskite-(Y),1
,,242486,"Prospect No. 8, Ojo Caliente No. 1 District, Rio Arriba Co., New Mexico, USA",USA,,,,,,,,Samarskite-(Y),1
,,50775,"Star Deposit, Ojo Caliente No. 1 District, Rio Arriba Co., New Mexico, USA",USA,,,,,,,,Samarskite-(Y),1
,,50464,"Alamos Deposit (Parker Deposit), Alamos Area, Petaca District, Rio Arriba Co., New Mexico, USA",USA,,,,,,,,Samarskite-(Y),1
,,242355,"Alto Deposit, Alamos Area, Petaca District, Rio Arriba Co., New Mexico, USA",USA,,,,,,,,Samarskite-(Y),1
,,242359,"Carmelita Deposit, Alamos Area, Petaca District, Rio Arriba Co., New Mexico, USA",USA,,,,,,,,Samarskite-(Y),1
,,242360,"Guadalupe Deposit, Alamos Area, Petaca District, Rio Arriba Co., New Mexico, USA",USA,,,,,,,,Samarskite-(Y),1
,,242356,"Hillside Deposit, Alamos Area, Petaca District, Rio Arriba Co., New Mexico, USA",USA,,,,,,,,Samarskite-(Y),1
,,50532,"Little Julia Deposit, Alamos Area, Petaca District, Rio Arriba Co., New Mexico, USA",USA,,,,,,,,Samarskite-(Y),1
,,50707,"Red Claim (Peacock Claim), Alamos Area, Petaca District, Rio Arriba Co., New Mexico, USA",USA,,,,,,,,Samarskite-(Y),1
,,242350,"Bluebird No. 2 Deposit, Cribbenville Area, Petaca District, Rio Arriba Co., New Mexico, USA",USA,,,,,,,,Samarskite-(Y),1
,,50357,"Cribbenville Deposit (New Cribbenville), Cribbenville Area, Petaca District, Rio Arriba Co., New Mexico, USA",USA,,,,,,,,Samarskite-(Y),1
,,242347,"Gabaldone Deposit (Gavalon), Cribbenville Area, Petaca District, Rio Arriba Co., New Mexico, USA",USA,,,,,,,,Samarskite-(Y),1
,,50353,"Nambe Deposit, Cribbenville Area, Petaca District, Rio Arriba Co., New Mexico, USA",USA,,,,,,,,Samarskite-(Y),1
,,50500,"Blue Bird Deposit, La Jarita-Apache Area, Petaca District, Rio Arriba Co., New Mexico, USA",USA,,,,,,,,Samarskite-(Y),1
,,242330,"Conquistidor Deposit (Augusta Deposit), La Jarita-Apache Area, Petaca District, Rio Arriba Co., New Mexico, USA",USA,,,,,,,,Samarskite-(Y),1
,,242325,"El Contento Deposit, La Jarita-Apache Area, Petaca District, Rio Arriba Co., New Mexico, USA",USA,,,,,,,,Samarskite-(Y),1
,,242332,"Keystone-Western Deposit, La Jarita-Apache Area, Petaca District, Rio Arriba Co., New Mexico, USA",USA,,,,,,,,Samarskite-(Y),1
,,242322,"La Jarita Deposit, La Jarita-Apache Area, Petaca District, Rio Arriba Co., New Mexico, USA",USA,,,,,,,,Samarskite-(Y),1
,,50356,"North Star Deposit (Miller Deposit), La Jarita-Apache Area, Petaca District, Rio Arriba Co., New Mexico, USA",USA,,,,,,,,Samarskite-(Y),1
,,50352,"Sandoval Deposit (Old Black Horse; Kentucky), La Jarita-Apache Area, Petaca District, Rio Arriba Co., New Mexico, USA",USA,,,,,,,,Samarskite-(Y),1
,,242334,"Silver Plate Deposit, La Jarita-Apache Area, Petaca District, Rio Arriba Co., New Mexico, USA",USA,,,,,,,,Samarskite-(Y),1
,,242326,"St Joseph Deposit, La Jarita-Apache Area, Petaca District, Rio Arriba Co., New Mexico, USA",USA,,,,,,,,Samarskite-(Y),1
,,50430,"Vestegard Pegmatite, La Jarita-Apache Area, Petaca District, Rio Arriba Co., New Mexico, USA",USA,,,,,,,,Samarskite-(Y),1
,,242331,"Wyoming Deposit, La Jarita-Apache Area, Petaca District, Rio Arriba Co., New Mexico, USA",USA,,,,,,,,Samarskite-(Y),1
,,242368,"Ancen Deposit (Ancon Deposit), La Madera-Paloma Canyon Area, Petaca District, Rio Arriba Co., New Mexico, USA",USA,,,,,,,,Samarskite-(Y),1
,,242363,"El Floto Deposit, La Madera-Paloma Canyon Area, Petaca District, Rio Arriba Co., New Mexico, USA",USA,,,,,,,,Samarskite-(Y),1
,,242362,"La Paloma Deposit, La Madera-Paloma Canyon Area, Petaca District, Rio Arriba Co., New Mexico, USA",USA,,,,,,,,Samarskite-(Y),1
,,242344,"Buena Vista, Las Tablas, Petaca District, Rio Arriba Co., New Mexico, USA",USA,,,,,,,,Samarskite-(Y),1
,,36047,"Kiawa Pegmatites, Las Tablas, Petaca District, Rio Arriba Co., New Mexico, USA",USA,,,,,,,,Samarskite-(Y),1
,,242345,"South Kiawa, Las Tablas, Petaca District, Rio Arriba Co., New Mexico, USA",USA,,,,,,,,Samarskite-(Y),1
,,50952,"Lobata Mine, Petaca District, Rio Arriba Co., New Mexico, USA",USA,,,,,,,,Samarskite-(Y),1
,,50774,"Alma Deposit (Kansas City Deposit), Persimmon Peak-Las Tablas Group, Petaca District, Rio Arriba Co., New Mexico, USA",USA,,,,,,,,Samarskite-(Y),1
,,50803,"Canary Bird Pegmatite, Persimmon Peak-Las Tablas Group, Petaca District, Rio Arriba Co., New Mexico, USA",USA,,,,,,,,Samarskite-(Y),1
,,242321,"Meadow Deposit, Persimmon Peak-Las Tablas Group, Petaca District, Rio Arriba Co., New Mexico, USA",USA,,,,,,,,Samarskite-(Y),1
,,242320,"Silver Spur Deposit (Old Eureka; Hoyt-Seward; Las Tablas), Persimmon Peak-Las Tablas Group, Petaca District, Rio Arriba Co., New Mexico, USA",USA,,,,,,,,Samarskite-(Y),1
,,36048,"Globe Pegmatite (Globe Mine), South Petaca, Petaca District, Rio Arriba Co., New Mexico, USA",USA,,,,,,,,Samarskite-(Y),1
,,50967,"Unnamed Prospects, Chuska, Shiprock District, San Juan Co., New Mexico, USA",USA,,,,,,,,Schröckingerite,1
,,47974,"Eastside Mines, Shiprock District, San Juan Co., New Mexico, USA",USA,,,,,,,,Carnotite,1
,,48200,"Carizzo No. 1 Mine, Eastside Mines, Shiprock District, San Juan Co., New Mexico, USA",USA,,,,,,,,Tyuyamunite,1
,,48201,"Cottonwood Butte Mine, Eastside Mines, Shiprock District, San Juan Co., New Mexico, USA",USA,,,,,,,,Tyuyamunite,1
,,22022,"Elk Mountain District, San Miguel Co., New Mexico, USA",USA,,,,,,,,Euxenite-(Y),1
,,49841,"Cuba Area, Sandoval Co., New Mexico, USA",USA,,,,,,,,Autunite,1
,,47716,"La Venta Mesa, Sandoval Co., New Mexico, USA",USA,,,,,,,,Coffinite,1
220,220,33138,"Nacimiento Mountains District, Sandoval Co., New Mexico, USA",USA,,47726,"San Miguel Mine, Nacimiento Mountains District, Sandoval Co., New Mexico, USA",USGSOFR03_107,USGSOFR03_107,sedcu-00709,sedcu-00709,Autunite,1
,,49839,"Mimi No. 4 Claim, Placitas District, Sandoval Co., New Mexico, USA",USA,,,,,,,,Autunite,1
,,49840,"We Hope Claim, Placitas District, Sandoval Co., New Mexico, USA",USA,,,,,,,,Autunite,1
,,33142,"La Bajada District, Santa Fe Co., New Mexico, USA",USA,,,,,,,,Autunite,1
,,50968,"Unnamed Prospect, Santa Fe District, Santa Fe Co., New Mexico, USA",USA,,,,,,,,Schröckingerite,1
,,51136,"Unnamed Prospect, Santa Fe Co., New Mexico, USA",USA,,,,,,,,Tyuyamunite,1
,,33149,"Caballo Mountain District, Sierra Co., New Mexico, USA",USA,,,,,,,,Brannerite,1
,,33155,"Hot Springs District, Sierra Co., New Mexico, USA",USA,,,,,,,,Uraninite,1
,,7975,"Iron Mountain No. 2 District, Sierra Co., New Mexico, USA",USA,,,,,,,,Cuprosklodowskite,1
,,33158,"Las Animas Placer District, Sierra Co., New Mexico, USA",USA,,,,,,,,Sklodowskite,1
,,22033,"Monticello Tin District, Sierra Co., New Mexico, USA",USA,,,,,,,,Uranophane-α,1
,,50389,"Truth Or Consequences, Sierra Co., New Mexico, USA",USA,,,,,,,,Brannerite,1
,,33167,"Chupadero District, Socorro Co., New Mexico, USA",USA,,,,,,,,Carnotite,1
,,21978,"San Lorenzo District, Socorro Co., New Mexico, USA",USA,,,,,,,,Carnotite,1
,,33186,"Red River District, Taos Co., New Mexico, USA",USA,,,,,,,,Uraninite,1
,,21884,"Manzano Mountains, Torrance Co., New Mexico, USA",USA,,,,,,,,Carnotite,1
,,51139,"Mountainaire Area, Torrance Co., New Mexico, USA",USA,,,,,,,,Uraninite,1
1031,987,248743,"Werner No. 4 Pit, Mayfield, Fulton Co., New York, USA",USA,,20615,"Richard Tyrell Farm Pegmatite Quarry, Richard Tyrell Farm, Cranberry Creek, Mayfield, Fulton Co., New York, USA",CM52_183,CM52_183,Bradley_2012_057,Bradley_2012_057,Chernikovite,1
,,16854,"Lyons Falls (Lyon Falls Pegmatite), Lewis Co., New York, USA",USA,,,,,,,,Samarskite-(Y),1
,,203714,"New York City, New York, USA",USA,,,,,,,,Uvanite,1
,,4017,"Manhattan Island, Manhattan (New York Co.), New York City, New York, USA",USA,,,,,,,,Torbernite,1
,,13698,"Standish Mine (Warwick Mine; Warwick Uranium Mine), Warwick Mountain, Warwick, Town Of Warwick, Orange Co., New York, USA",USA,,,,,,,,Uraninite,1
,,8459,"Philips Mine (Philips Pyrite Mine; Anthony's Nose Pyrrhotite Mine), Anthony's Nose, Philipstown Township, Putnam Co., New York, USA",USA,,,,,,,,Uraninite,1
,,4004,"Tilly Foster Iron Mine, Brewster, Town Of Southeast, Putnam Co., New York, USA",USA,,,,,,,,Autunite,1
,,16673,"Corinth Pegmatite Outcrop, Corinth, Saratoga Co., New York, USA",USA,,,,,,,,Uranophane-α,1
,,216251,"Garnet Pit, Batchellerville, Edinburg Township, Saratoga Co., New York, USA",USA,,,,,,,,Uraninite,1
,,16449,"Gordon Creek Locality, Batchellerville, Edinburg Township, Saratoga Co., New York, USA",USA,,,,,,,,Uraninite,1
,,16855,"Overlook Quarry (Atlas Feldspar Company Quarry; Atlas Quarry; Day Quarry), Overlook, Saratoga Co., New York, USA",USA,,,,,,,,Uraninite,1
1202,1188,205171,"McLear Pegmatite Quarry (Green Hill), De Kalb Township, St. Lawrence Co., New York, USA",USA,,205171,"McLear Pegmatite Quarry (Green Hill), De Kalb Township, St. Lawrence Co., New York, USA",CM52_183,CM52_183,Bradley_2012_052,Bradley_2012_052,Uraninite,1
,,8651,"Benson Mines, Benson, Star Lake, St. Lawrence Co., New York, USA",USA,,,,,,,,Uraninite,1
,,13459,"Hobby Quarry (Buresch Quarry), North Castle, Westchester Co., New York, USA",USA,,,,,,,,Autunite,1
,,18040,"Alexander Co., North Carolina, USA",USA,,,,,,,,Autunite,1
,,24940,"Avery Co., North Carolina, USA",USA,,,,,,,,Uranophane-α,1
,,99972,"Harper Creek Uranium Prospect (Yellow Buck Property), Avery Co., North Carolina, USA",USA,,,,,,,,Uraninite,1
,,99993,"Marie Mine, Avery Co., North Carolina, USA",USA,,,,,,,,Uraninite,1
,,100087,"Uranium Prospect (MRDS - 10151415), North Harper Creek, Avery Co., North Carolina, USA",USA,,,,,,,,Uraninite,1
460,460,14182,"Buncombe Co., North Carolina, USA",USA,,100109,"Democrat Olivine Deposit (Democrat Chromite Prospect; T Mine; Democrat Chromite Placer Deposit; ITS; Ivy River-Democrat Chromite Deposit), Canton-Democrat, Buncombe Co., North Carolina, USA",USGSSIR2012_5157,USGSSIR2012_5157,podchrome-01099,podchrome-01099,Samarskite-(Y),1
,,157421,"Stumpy Point Pluton, Dare Co., North Carolina, USA",USA,,,,,,,,Uraninite,1
,,126512,"Columbite Prospect No. 1, Farmington, Davie Co., North Carolina, USA",USA,,,,,,,,Autunite,1
,,155528,"Columbite Prospect No. 2, Farmington, Davie Co., North Carolina, USA",USA,,,,,,,,Autunite,1
,,7680,"LCA Mine (Lithium Corporation Of America Mine), Bessemer City, Gaston Co., North Carolina, USA",USA,,,,,,,,Autunite,1
,,100706,"Big Bess Mine (M. S. Bess Mine; M. M. Carpenter Mine), Gaston Co., North Carolina, USA",USA,,,,,,,,Uraninite,1
,,108044,"Garnet - Uraninite Site, Cherryville, Gaston Co., North Carolina, USA",USA,,,,,,,,Uraninite,1
,,100857,"Big Ridge Mine, Haywood Co., North Carolina, USA",USA,,,,,,,,Autunite,1
,,145649,"Flat Rock, Henderson Co., North Carolina, USA",USA,,,,,,,,Uraninite,1
,,236423,"Zirconia (Tuxedo Station), Henderson Co., North Carolina, USA",USA,,,,,,,,Euxenite-(Y),1
,,131303,"Sheepcliff Mine, Cashiers, Jackson Co., North Carolina, USA",USA,,,,,,,,Samarskite-(Y),1
,,14879,"L. M. McCall Mine, Pinhook Gap, Jackson Co., North Carolina, USA",USA,,,,,,,,Uraninite,1
,,101259,"Higdon Mine, Macon Co., North Carolina, USA",USA,,,,,,,,Zippeite,1
,,101398,"Ledford Allanite Prospect, Madison Co., North Carolina, USA",USA,,,,,,,,Euxenite-(Y),1
,,101405,"Odell Allanite Prospect, Madison Co., North Carolina, USA",USA,,,,,,,,Euxenite-(Y),1
,,8943,"Buchanan Mine (Buchanan Pegmatite), Mitchell Co., North Carolina, USA",USA,,,,,,,,Phosphuranylite,1
,,153537,"Bushy Creek Mine, Mitchell Co., North Carolina, USA",USA,,,,,,,,Meta-autunite,1
,,101578,"Calhoun Smith Mine, Mitchell Co., North Carolina, USA",USA,,,,,,,,Samarskite-(Y),1
,,10134,"Cloudland Mine, Pizzle Mtn, Bakersville, Cane Creek Section, Mitchell Co., North Carolina, USA",USA,,,,,,,,Autunite,1
,,101592,"Davis Mine, Mitchell Co., North Carolina, USA",USA,,,,,,,,Uranophane-α,1
,,101708,"Hawkins Mine, Mitchell Co., North Carolina, USA",USA,,,,,,,,Torbernite,1
,,126012,"Howells Feldspar Mine, Mitchell Co., North Carolina, USA",USA,,,,,,,,Autunite,1
,,10324,"Cook Mine, Minpro, Mitchell Co., North Carolina, USA",USA,,,,,,,,Autunite,1
,,244948,"Putman Mica Mine, Mitchell Co., North Carolina, USA",USA,,,,,,,,Metatorbernite,1
,,101803,"Randall Mine, Mitchell Co., North Carolina, USA",USA,,,,,,,,Autunite,1
367,365,26957,"Spruce Pine District, Mitchell Co., North Carolina, USA",USA,,49771,"McHone Mine Pegmatite, Spruce Pine District, Mitchell Co., North Carolina, USA",CM52_183,CM52_183,Bradley_2012_164,Bradley_2012_164,Metavandendriesscheite,1
367,365,101713,"Hootowl Mine, Crabtree Creek, Spruce Pine District, Mitchell Co., North Carolina, USA",USA,,49771,"McHone Mine Pegmatite, Spruce Pine District, Mitchell Co., North Carolina, USA",CM52_183,CM52_183,Bradley_2012_164,Bradley_2012_164,Uraninite,1
367,365,11861,"Hollifield Mine, Little Switzerland, Spruce Pine District, Mitchell Co., North Carolina, USA",USA,,49771,"McHone Mine Pegmatite, Spruce Pine District, Mitchell Co., North Carolina, USA",CM52_183,CM52_183,Bradley_2012_164,Bradley_2012_164,Autunite,1
367,365,18768,"Pittman Mine, Little Switzerland, Spruce Pine District, Mitchell Co., North Carolina, USA",USA,,49771,"McHone Mine Pegmatite, Spruce Pine District, Mitchell Co., North Carolina, USA",CM52_183,CM52_183,Bradley_2012_164,Bradley_2012_164,Torbernite,1
367,365,16253,"Deer Park Mine, Penland, Spruce Pine District, Mitchell Co., North Carolina, USA",USA,,49771,"McHone Mine Pegmatite, Spruce Pine District, Mitchell Co., North Carolina, USA",CM52_183,CM52_183,Bradley_2012_164,Bradley_2012_164,Uraninite,1
367,365,244913,"Deer Park No. 5 Mine, Penland, Spruce Pine District, Mitchell Co., North Carolina, USA",USA,,49771,"McHone Mine Pegmatite, Spruce Pine District, Mitchell Co., North Carolina, USA",CM52_183,CM52_183,Bradley_2012_164,Bradley_2012_164,Uraninite,1
367,365,4041,"Spruce Pine, Spruce Pine District, Mitchell Co., North Carolina, USA",USA,,49771,"McHone Mine Pegmatite, Spruce Pine District, Mitchell Co., North Carolina, USA",CM52_183,CM52_183,Bradley_2012_164,Bradley_2012_164,Fourmarierite,1
,,4045,"Rutherford Co., North Carolina, USA",USA,,,,,,,,Samarskite-(Y),1
,,102218,"Carson Kaolin And Feldspar Mines (Hill Mine), Bryson City Feldspar District, Swain Co., North Carolina, USA",USA,,,,,,,,Samarskite-(Y),1
,,102220,"Cox No. 1 Feldspar And Kaolin Mine, Bryson City Feldspar District, Swain Co., North Carolina, USA",USA,,,,,,,,Samarskite-(Y),1
,,102508,"Horse Ridge Mine, Yancey Co., North Carolina, USA",USA,,,,,,,,Uraninite,1
,,18989,"Presnell Mine (Young's Mine), Micaville, Celo, Spruce Pine District, Yancey Co., North Carolina, USA",USA,,,,,,,,Autunite,1
,,215364,"Webb Quarry, Micaville, Celo, Spruce Pine District, Yancey Co., North Carolina, USA",USA,,,,,,,,Samarskite-(Y),1
,,102562,"Sally Knob Mine, Celo, Spruce Pine District, Yancey Co., North Carolina, USA",USA,,,,,,,,Samarskite-(Y),1
,,102662,"Crabtree Creek, Spruce Pine District, Yancey Co., North Carolina, USA",USA,,,,,,,,Vandendriesscheite,1
,,102513,"James Mine, Crabtree Creek, Spruce Pine District, Yancey Co., North Carolina, USA",USA,,,,,,,,Uranophane-α,1
,,102549,"Peterson Mine, Toe River, Yancey Co., North Carolina, USA",USA,,,,,,,,Samarskite-(Y),1
,,221531,"Webb Mine, Yancey Co., North Carolina, USA",USA,,,,,,,,Uraninite,1
,,43268,"Quanah Parker Lake, Comanche Co., Oklahoma, USA",USA,,,,,,,,Nováčekite-I,1
,,43270,"Twin Mountain, Comanche Co., Oklahoma, USA",USA,,,,,,,,Nováčekite-I,1
,,151408,"Sage Hollow Mining Inc Occurrence, Bear Creek District, Crook Co., Oregon, USA",USA,,,,,,,,Uranophane-α,1
,,147277,"Alex-Ladd Occurrence, Pueblo District (Denio District), Harney Co., Oregon, USA",USA,,,,,,,,Uranophane-α,1
,,150228,"Mark I Group, Ashland District, Jackson Co., Oregon, USA",USA,,,,,,,,Euxenite-(Y),1
,,149446,"Henry And Betty Shanknis Diggings Occurrence, Gold Hill District, Jackson Co., Oregon, USA",USA,,,,,,,,Uranophane-α,1
,,149727,"Johnson Uranium Occurrence, Polk Co., Oregon, USA",USA,,,,,,,,Carnotite,1
,,212583,"Jim Thorpe (Mauch Chunk), Carbon Co., Pennsylvania, USA",USA,,,,,,,,Torbernite,1
,,29583,"Packerton Junction, Carbon Co., Pennsylvania, USA",USA,,,,,,,,Francevillite,1
,,46580,"Steidler Pegmatite, Wagontown, Valley Township, Chester Co., Pennsylvania, USA",USA,,,,,,,,Phosphuranylite,1
,,28798,"Glendale Quarry, Haverford Township, Delaware Co., Pennsylvania, USA",USA,,,,,,,,Phosphuranylite,1
,,204072,"Crump's Quarry, Mineral Hill, Elwyn, Middletown Township, Delaware Co., Pennsylvania, USA",USA,,,,,,,,Samarskite-(Y),1
