#,Name,Mineral Name (plain),rank,IMA Formula,IMA Validity,Chemistry,Z (chemical formula units in the unit cell),Chemistry Elements,Elements,U redox,localities,localities (corrected any < 10),Db ID,Paragenetic mode,Metamorphic,Primary,Secondary,Abiotic,Biotic,Mineral name,v,IG,"IG,total","IG,n",H atoms,A. Min. cif,ICSD code,discovery,discovery method,max size (cm),color,luster,hard,avg hard,topology,anion topology,structure,pdf of Journal,Xstal data from mindat,structure type,a,b,c,α,β,γ,volume,crystal system,point group,space group,multiplicity,lattice,delta-Gf,delta-Hf,delta-Sf,Max Age (Ma),MinDat Locality ID,Unique Ages,Unique Ages (including parents),Locality,Location,Ref,Excel ID,Ruff locality link,Mindat locality link
151,Natrozippeite,Natrozippeite,,Na5(UO2)8(SO4)4O5(OH)3·12H2O,A,Na_5_(U^6+^O_2_)_8_(S^6+^O_4_)_4_O_5_(OH)_3_·12H_2_O,,Na U O S H,5,6,40,40,4136,"72,76",0,0,1,0,1,,276,6.109,1685.95,0.753,0,1,,,,,yellow,9,5-5.5,5.25,sheet,,,Y,N,Zippeite,17.6425,14.6272,17.6922,90,104.461,90,4421,monoclinic,2/m,P21/n,,P,,,,725,33904,14,57,"Vrchoslav Fluorite Deposit, Krupka (Graupen), Krušné Hory Mts (Erzgebirge), Ústí Region, Bohemia (Böhmen; Boehmen), Czech Republic","50.6925,13.833333333333",NJMA187_289,Kristen001373,http://rruff.info/mineral_list/locality.php?mineral_name=Natrozippeite,https://www.mindat.org/min-3694.html
152,Nickelzippeite,Nickelzippeite,,Ni2(UO2)6(SO4)3(OH)10·16H2O,A,Ni^2+^_2_(U^6+^O_2_)_6_(S^6+^O_4_)_3_(OH)_10_·16H_2_O,,Ni U O S H,5,6,5,5,3344,72,0,0,1,0,1,,,,,,,0,,,,,yellow,,5-5.5,5.25,,,,Y,N,Zippeite,,,,,,,,,,,,,,,,0,777,5,25,"Jáchymov (St Joachimsthal), Jáchymov District (St Joachimsthal), Krušné Hory Mts (Erzgebirge), Karlovy Vary Region, Bohemia (Böhmen; Boehmen), Czech Republic","50.372222222222,12.894166666667",AM102_595,Anthropocene-039,http://rruff.info/mineral_list/locality.php?mineral_name=Nickelzippeite,https://www.mindat.org/min-2898.html
153,Nielsbohrite,Nielsbohrite,,"(K,U,☐)(UO2)3(AsO4)(OH)4·H2O",A,"(K,U,☐)(U^6+^O_2_)_3_(As^5+^O_4_)(OH)_4_·H_2_O",4,K U O As H,5,6,1,1,5602,72,0,0,1,0,1,,44,3.278,144.215,0.6,0,1,,,,0.00015,yellow,2,2,2,framework,,,Y,N,,8.193,11.430,13.500,90,90,90,1264.221,orthorhombic,2/m2/m2/m,Cccm,,C,,,,313,1777,1,5,"Krunkelbach Valley Uranium Deposit, Menzenschwand, Black Forest, Baden-Württemberg, Germany","47.838888888889,8.0488888888889",EJM21_817,Pfaff2009tbl06-01,http://rruff.info/mineral_list/locality.php?mineral_name=Nielsbohrite,https://www.mindat.org/min-32208.html
154,Nováčekite-I,Novacekite-I,,Mg(UO2)2(AsO4)2·12H2O,Rn,Mg^2+^(U^6+^O_2_)_2_(As^5+^O_4_)_2_·12H_2_O,1,Mg U O As H,5,6,55,55,3390,72,0,0,1,0,1,,29,3.892,112.881,0.801,0,1,,,,,yellow,2,2.5,2.5,sheet,,,Y,N,,7.1594,7.1610,11.3146,81.391,81.177,88.884,566.756,triclinic,-1,P-1,,P,,,,615,123416,31,99,"Unnamed Open Pit, Tamdrost, Bou Azer District (Bou Azzer District), Tazenakht, Ouarzazate Province, Drâa-Tafilalet Region, Morocco","30.521666666667,-6.7791666666667",EG77_162,Co-00065,http://rruff.info/mineral_list/locality.php?mineral_name=Novacekite-I,https://www.mindat.org/min-2937.html
155,Nováčekite-II,Novacekite-II,,Mg(UO2)2(AsO4)2·10H2O,Rn,Mg^2+^(U^6+^O_2_)_2_(As^5+^O_4_)_2_·9H_2_O,2,Mg U O As H,5,6,3,4,5432,72,0,0,1,0,1,,54,3.792,204.764,0.659,0,1,,,,,yellow,4,2-2.5,2.25,sheet,,,Y,N,,7.1328,20.085,7.1569,90,90.585,90,1025.260,monoclinic,2/m,P21/n,,P,,,,387,1782,1,7,"Clara Mine, Rankach Valley, Oberwolfach, Wolfach, Black Forest, Baden-Württemberg, Germany","48.383055555556,8.2463888888889",EJM21_817,EJM21_817tbl02-00027,http://rruff.info/mineral_list/locality.php?mineral_name=Novacekite-II,https://www.mindat.org/min-39584.html
156,Oppenheimerite,Oppenheimerite,,Na2(UO2)(SO4)2·3H2O,A,Na_2_(U^6+^O_2_)(S^6+^O_4_)_2_·3H_2_O,2,Na U S O H,5,6,2,2,6371,72,0,0,1,0,1,,,,,,,0,,,,0.001,yellowish-green,2,2.5,2.5,chain,,,Y,N,,7.9576,8.1952,9.8051,65.967,70.281,84.516,549.1,triclinic,-1,P-1,,P,,,,0,38665,2,7,"Blue Lizard Mine, Red Canyon, White Canyon District, San Juan Co., Utah, USA","37.557222222222,-110.29694444444",AM102_595,Anthropocene-040,http://rruff.info/mineral_list/locality.php?mineral_name=Oppenheimerite,https://www.mindat.org/min-46514.html
157,Orthobrannerite,Orthobrannerite,,U4+U6+Ti4O12(OH)2,A,U^4+^U^6+^Ti^4+^_4_O_12_(OH)_2_,1,U Ti O H,4,"4,6",5,6,3444,"72,78",0,0,1,0,1,,,,,,,0,,,,1.2,black,3,5.5,5.5,,,,N,N,Brannerite,7.37,11.67,6.33,90,90,90,544.43,orthorhombic,,,,,,,,2500,14355,2,6,"Yunnan Province, China","25.001388888889,101.32361111111",USGSOFR02_189,ree-00255,http://rruff.info/mineral_list/locality.php?mineral_name=Orthobrannerite,https://www.mindat.org/min-3023.html
158,Orthowalpurgite,Orthowalpurgite,,(UO2)Bi4O4(AsO4)2·2H2O,A,(U^6+^O_2_)Bi^3+^_4_O_4_(As^5+^O_4_)_2_·2H_2_O,4,U O Bi As H,5,6,2,2,3454,"72,89",0,0,1,0,1,,92,3.741,344.168,0.573,0,1,80915,,,0.0003,yellow,3,4.5,4.5,chain,,,Y,N,,5.492,13.324,20.685,90,90,90,1513.633,orthorhombic,2/m2/m2/m,Pbcm,,P,,,,250,32262,2,7,"Alt St Joseph Mine, Wittichen, Schenkenzell, Black Forest, Baden-Württemberg, Germany","48° North , 8° East (est.)",MD47_251,Kristen002290,http://rruff.info/mineral_list/locality.php?mineral_name=Orthowalpurgite,https://www.mindat.org/min-3032.html
159,Oswaldpeetersite,Oswaldpeetersite,,(UO2)2(CO3)(OH)2·4H2O,A,(U^6+^O_2_)_2_(C^4+^O_3_)(OH)_2_·4H_2_O,4,U O C H,4,6,1,1,3461,72,0,0,1,0,1,,,,,,,0,,,,0.0001,yellow,2,2.0-3,2.5,,,,Y,N,,4.1425,14.098,18.374,90,103.62,90,1042.8,monoclinic,2/m,P21/c,,P,,,,,,0,0,,,,,http://rruff.info/mineral_list/locality.php?mineral_name=Oswaldpeetersite,https://www.mindat.org/min-10997.html
160,Ottohahnite,Ottohahnite,,Na6(UO2)2(SO4)5(H2O)7·1.5H2O,A,Na_6_(U^6+^O_2_)_2_(S^6+^O_4_)_5_(H_2_O)_7_·1.5H_2_O,2,Na U O S H,5,6,1,1,6496,"72,76",0,0,1,0,1,,,,,,,0,,,,0.0001,yellowish-green,2,2.5,2.5,cluster,,,Y,N,,9.97562,11.6741,14.2903,113.518,104.282,91.4,1464.59,triclinic,-1,P-1,,P,,,,0,38665,1,6,"Blue Lizard Mine, Red Canyon, White Canyon District, San Juan Co., Utah, USA","37.557222222222,-110.29694444444",AM102_595,Anthropocene-041,http://rruff.info/mineral_list/locality.php?mineral_name=Ottohahnite,https://www.mindat.org/min-47026.html
161,Oursinite,Oursinite,,Co(UO2)2(SiO3OH)2·6H2O,A,Co^2+^(U^6+^O_2_)_2_(Si^4+^O_3_OH)_2_·6H_2_O,4,Co U O Si H,5,6,1,1,3469,72,0,0,1,0,1,,74,3.804,281.5,0.613,1,1,,,,0.0001,yellow,2,3-3.5,3.25,sheet,,,Y,N,,7.0494,17.550,12.734,90,90,90,1575.412,orthorhombic,2/m2/m2/m,Cmca,,C,,,,675,4328,1,5,"Shinkolobwe Mine (Kasolo Mine), Shinkolobwe, Katanga Copper Crescent, Katanga (Shaba), Democratic Republic Of Congo (Zaïre)","-11.048333333333,26.550555555556",OGR40_81,Kristen002307,http://rruff.info/mineral_list/locality.php?mineral_name=Oursinite,https://www.mindat.org/min-3047.html
162,Paraschoepite,Paraschoepite,,UO3·(2-x )H2O,Q,U^6+^O_3_·1-2H_2_O,,U O H,3,6,4,7,5130,72,0,0,1,0,1,,,,,,,0,,,,,yellow,3,2.0-3,2.5,,,,Y,Y,,14.12,16.83,15.22,90,90,90,3617,orthorhombic,2/m2/m2/m,Pbca,,P,,,,675,4328,2,10,"Shinkolobwe Mine (Kasolo Mine), Shinkolobwe, Katanga Copper Crescent, Katanga (Shaba), Democratic Republic Of Congo (Zaïre)","-11.048333333333,26.550555555556",OGR40_81,Kristen002307,http://rruff.info/mineral_list/locality.php?mineral_name=Paraschoepite,https://www.mindat.org/min-3110.html
163,Parsonsite,Parsonsite,,Pb2(UO2)(PO4)2,G,Pb^2+^_2_(U^6+^O_2_)(P^5+^O_4_)_2_·0-2H_2_O,2,Pb U O P,4,6,61,61,3547,72,0,0,1,0,1,,30,3.907,117.207,0.796,0,1,89832,,,0.003,honey-yellow,3,2.5-3,2.75,chain,,,Y,N,,6.8432,10.4105,6.6718,101.418,98.347,86.264,460.639,triclinic,-1,P-1,,P,,,,1757,4622,12,65,"Ranger Mine (Ranger Uranium Mine), Kakadu, West Arnhem Region, Northern Territory, Australia","-12.683333333333,132.91638888889",EG82_857,EG82_857-1,http://rruff.info/mineral_list/locality.php?mineral_name=Parsonsite,https://www.mindat.org/min-3126.html
164,Paulscherrerite,Paulscherrerite,,(UO2)(OH)2,A,(U^6+^O_2_)(OH)_2_,4,U O H,3,6,3,3,5681,72,0,0,1,0,1,,,,,,,0,,,,0.001,yellow,,,,sheet,,,Y,N,,4.288,10.27,6.885,90,90.39,90,303.2,monoclinic,"m,2,2/m,2/m","P2,P21,P2/m,P21/m",,P,,,,394,16646,1,7,"Mount Painter No. 2 Workings, Mt Painter Area, Arkaroola Region (Arkaroola Station), North Flinders Ranges, Flinders Ranges, South Australia, Australia","-30.220833333333,139.33222222222",CM52_183,Bradley_2012_127,http://rruff.info/mineral_list/locality.php?mineral_name=Paulscherrerite,https://www.mindat.org/min-38700.html
165,Péligotite,Peligotite,,Na6(UO2)(SO4)4(H2O)4,A,Na_6_(U^6+^O_2_)(S^6+^O_4_)_4_·4H_2_O,2,Na U O S H,5,6,1,1,6488,"72,76",0,0,1,0,1,,12,2.585,31.02,0.721,0,1,,,,0.0005,yellowish-green,2,2.5,2.5,cluster,,,Y,N,,9.81511,9.9575,10.6289,88.680,73.990,89.205,998.22,triclinic,-1,P-1,,P,,,,0,38665,1,6,"Blue Lizard Mine, Red Canyon, White Canyon District, San Juan Co., Utah, USA","37.557222222222,-110.29694444444",AM102_595,Anthropocene-043,http://rruff.info/mineral_list/locality.php?mineral_name=Peligotite,https://www.mindat.org/min-46970.html
166,Petscheckite,Petscheckite,,U4+Fe2+Nb2O8,A,U^4+^Fe^2+^Nb^5+^_2_O_8_,1,U Fe Nb O,4,4,4,5,3602,"16,47",0,1,0,1,0,,,,,,,0,,,,4,black,,5,5,,,,Y,N,,6.42,6.42,4.02,90,90,120,143.49,hexagonal,-32/m,P-31m,,P,,,,,,0,0,,,,,http://rruff.info/mineral_list/locality.php?mineral_name=Petscheckite,https://www.mindat.org/min-3179.html
167,Phosphowalpurgite,Phosphowalpurgite,,(UO2)Bi4O4(PO4)2·2H2O,A,(U^6+^O_2_)(Bi_4_O_4_)(P^5+^O_4_)_2_·2H_2_O,1,U O Bi P H,5,6,3,3,5353,72,0,0,1,0,1,,,,,,,0,,,,0.001,brownish-gray,2,<5,5,chain,,,Y,N,,7.060,10.238,5.464,101.22,109.93,87.93,364.0,triclinic,-1,P-1,,P,,,,270,777,2,14,"Jáchymov (St Joachimsthal), Jáchymov District (St Joachimsthal), Krušné Hory Mts (Erzgebirge), Karlovy Vary Region, Bohemia (Böhmen; Boehmen), Czech Republic","50.372222222222,12.894166666667",IAEA-TECDOC_1258,Kristen002438,http://rruff.info/mineral_list/locality.php?mineral_name=Phosphowalpurgite,https://www.mindat.org/min-25692.html
168,Phosphuranylite,Phosphuranylite,,KCa(H3O)3(UO2)7(PO4)4O4·8H2O,G,KCa^2+^(H_3_O)_3_(U^6+^O_2_)_7_(P^5+^O_4_)_4_O_4_·8H_2_O,4,K Ca H O U P,6,6,180,180,3628,72,0,0,1,0,1,,118,4.357,514.152,0.633,,1,69950,,,,yellow,2,2.5,2.5,framework,,,Y,N,Phosphuranylite,15.779,13.702,17.253,90,90,90,3730.17,orthorhombic,2/m2/m2/m,Cmcm,,C,,,,1700,6950,49,170,"Barker-Ferguson Mine, Keystone, Keystone District, Pennington Co., South Dakota, USA","43° North , 103° West (est.)",AM75_631,Alexandra-0372,http://rruff.info/mineral_list/locality.php?mineral_name=Phosphuranylite,https://www.mindat.org/min-3182.html
169,Phuralumite,Phuralumite,,Al2(UO2)3(PO4)2(OH)6·10H2O,A,Al^3+^_2_(U^6+^O_2_)_3_(P^5+^O_4_)_2_(OH)_6_·10H_2_O,4,Al U O P H,5,6,1,2,3629,72,0,0,1,0,1,,148,5.209,770.999,0.723,0,1,8187,,,0.0005,yellow,2,3,3,sheet,,,Y,N,,13.836,20.918,9.428,90,112.44,90,2522.050,monoclinic,2/m,P21/a,,P,,,,975.3,4313,1,4,"Kobokobo Pegmatite, Mwenga, Sud-Kivu, Democratic Republic Of Congo (Zaïre)","-3.0833333333333,27.133333333333",OGR64_667,Alexandra-0228,http://rruff.info/mineral_list/locality.php?mineral_name=Phuralumite,https://www.mindat.org/min-3201.html
170,Phurcalite,Phurcalite,,Ca2(UO2)3O2(PO4)2·7H2O,A,Ca^2+^_2_(U^6+^O_2_)_3_O_2_(P^5+^O_4_)_2_·7H_2_O,8,Ca U O P H,5,6,22,22,3630,72,0,0,1,0,1,,240,4.907,1177.65,0.621,0,1,1687,,,0.005,yellow,2,3,3,sheet,,,Y,N,Phosphuranylite,17.415,16.035,13.598,90,90,90,3797.235,orthorhombic,2/m2/m2/m,Pbca,,P,,,,1575,127294,3,16,"Monakoff Mine, Cloncurry, Cloncurry Shire, Queensland, Australia","-20.625,140.68833333333",EMG15_125,EMG15_125-4,http://rruff.info/mineral_list/locality.php?mineral_name=Phurcalite,https://www.mindat.org/min-3202.html
171,Piretite,Piretite,,Ca(UO2)3(Se4+O3)2(OH)4·4H2O,A,Ca^2+^(U^6+^O_2_)_3_(Se^4+^O_3_)_2_(OH)_4_·4H_2_O,4,Ca U O Se H,5,6,2,2,3647,72,0,0,1,0,1,,,,,,,0,,,,0.003,yellow,6,2.5,2.5,,,,Y,N,,7.010,17.135,17.606,90,90,90,2114.8,orthorhombic,"mm2,2/m2/m2/m","Pmn2,Pmnm",,P,,,,675,4328,2,10,"Shinkolobwe Mine (Kasolo Mine), Shinkolobwe, Katanga Copper Crescent, Katanga (Shaba), Democratic Republic Of Congo (Zaïre)","-11.048333333333,26.550555555556",OGR40_81,Kristen002307,http://rruff.info/mineral_list/locality.php?mineral_name=Piretite,https://www.mindat.org/min-7238.html
172,Plášilite,Plasilite,,Na(UO2)(SO4)(OH)·2H2O,A,Na(U^6+^O_2_)(S^6+^O_4_)(OH)·2H_2_O,4,Na U O S H,5,6,2,2,6330,72,0,0,1,0,1,,,,,,,0,,,,,yellowish-green,2,2.0-3,2.5,sheet,,,Y,N,,8.7122,13.8368,7.0465,90,112.126,90,786.89,monoclinic,2/m,P21/c,,P,,,,0,38665,2,7,"Blue Lizard Mine, Red Canyon, White Canyon District, San Juan Co., Utah, USA","37.557222222222,-110.29694444444",AM102_595,Anthropocene-044,http://rruff.info/mineral_list/locality.php?mineral_name=Plasilite,https://www.mindat.org/min-46145.html
173,Plavnoite,Plavnoite,,K0.8Mn0.6[(UO2)2O2(SO4)]·3.5H2O,A,K_0.8_Mn^2+^_0.6_[(U^6+^O_2_)_2_O_2_(S^6+^O_4_)]·3.5H_2_O,8,K Mn U O S H,6,6,1,1,6461,72,0,0,1,0,1,,,,,,,0,,,,0.0005,reddish-orange,2,2,2,sheet,,,Y,N,Zippeite,8.6254,14.258,17.703,90,104.052,90,2122,monoclinic,2/m,C2/c,,C,,,,330.6,268271,1,6,"Plavno Mine, Jáchymov District (St Joachimsthal), Krušné Hory Mts (Erzgebirge), Karlovy Vary Region, Bohemia (Böhmen; Boehmen), Czech Republic","50° North , 12° East (est.)",L151_105,Kristen000027,http://rruff.info/mineral_list/locality.php?mineral_name=Plavnoite,https://www.mindat.org/min-46833.html
174,Protasite,Protasite,,Ba(UO2)3O3(OH)2·3H2O,A,Ba^2+^(U^6+^O_2_)_3_O_3_(OH)_2_·3H_2_O,2,Ba U O H,4,6,5,5,3718,72,0,0,1,0,1,,36,4.17,150.117,0.807,0,1,202479,,,0.0005,orange,3,,,sheet,,,Y,N,,12.2949,7.2206,6.9558,90,90.401,90,647.497,monoclinic,m,Pn,,P,,,,675,4328,4,23,"Shinkolobwe Mine (Kasolo Mine), Shinkolobwe, Katanga Copper Crescent, Katanga (Shaba), Democratic Republic Of Congo (Zaïre)","-11.048333333333,26.550555555556",OGR40_81,Kristen002307,http://rruff.info/mineral_list/locality.php?mineral_name=Protasite,https://www.mindat.org/min-3289.html
175,Przhevalskite,Przhevalskite,,Pb(UO2)2(PO4)2·4H2O,Q,Pb^2+^(U^6+^O_2_)_2_(P^5+^O_4_)_2_·4H_2_O,,Pb U O P H,5,6,2,2,3723,72,0,0,1,0,1,,,,,,,0,,,,0.001,yellow,3,2.0-3,2.5,,,,Requested,N,,7.24,7.24,18.22,90,90,90,,tetragonal,,,,,,,,145,186998,1,6,"Yagongtang Mine, Shuikoushan Ore Field, Changning Co., Hengyang Prefecture, Hunan Province, China","26.55,112.58666666667",OGR31_139,Chen2007tbl01-10,http://rruff.info/mineral_list/locality.php?mineral_name=Przhevalskite,https://www.mindat.org/min-3295.html
176,Pseudojohannite,Pseudojohannite,,Cu3(OH)2[(UO2)4O4(SO4)2]·12H2O,A,Cu^2+^_3_(U^6+^O_2_)_4_O_4_(S^6+^O_4_)_2_(OH)_2_·12H_2_O,1,Cu O H U S,5,6,9,9,5473,72,0,0,1,0,1,,43,4.45,191.329,0.82,0,1,,,,0.005,green,,,,sheet,,,Y,N,,8.6653,8.8499,9.9908,72.103,70.512,76.07,679.12,triclinic,-1,P-1,,P,,,,0,219041,9,33,"Červené žíly Vein System, Jáchymov (St Joachimsthal), Jáchymov District (St Joachimsthal), Krušné Hory Mts (Erzgebirge), Karlovy Vary Region, Bohemia (Böhmen; Boehmen), Czech Republic",N/A,AM102_595,Anthropocene-045,http://rruff.info/mineral_list/locality.php?mineral_name=Pseudojohannite,https://www.mindat.org/min-26289.html
177,Rabbittite,Rabbittite,,Ca3Mg3(UO2)2(CO3)6(OH)4·18H2O,G,Ca^2+^_3_Mg^2+^_3_(U^6+^O_2_)_2_(C^4+^O_3_)_6_(OH)_4_·18H_2_O,8,Ca Mg U O C H,6,6,6,6,3771,72,0,0,1,0,1,,,,,,,0,,,,,green,7,2.5,2.5,,,,Y,N,,32.6,23.8,9.45,90,90,90,7332.07,monoclinic,,,,,,,,356,12451,2,11,"Belorechenskoe Deposit (Belorechenskoye; Dakhovskoe; Belaya Rechka), Adygea Republic (Adygeya), Northern Caucasus Region, Russia","44.153888888889,40.180277777778",DES416_1018,Alexandra-0074,http://rruff.info/mineral_list/locality.php?mineral_name=Rabbittite,https://www.mindat.org/min-3347.html
178,Rabejacite,Rabejacite,,Ca2[(UO2)4O4(SO4)2](H2O)8,A,Ca^2+^_2_(U^6+^O_2_)_4_O_4_(S^6+^O_4_)_2_·8H_2_O,1,Ca U O S H,5,6,11,11,3772,72,0,0,1,0,1,,,,,,,0,,,,0.0001,yellowish-orange,2,3,3,sheet,,,Y,N,Zippeite,8.7434,8.309,8.8693,77.86,104.635,82.935,598.8,triclinic,-1,P-1,,P,,,,1757,41442,8,34,"Ranger No. 1 Deposit (Ranger No. 1 Pit), Ranger Mine (Ranger Uranium Mine), Kakadu, West Arnhem Region, Northern Territory, Australia","-12.683333333333,132.91666666667",EG82_857,EG82_857-1,http://rruff.info/mineral_list/locality.php?mineral_name=Rabejacite,https://www.mindat.org/min-3348.html
179,Rameauite,Rameauite,,K2Ca(UO2)6O6(OH)4·6H2O,A,K_2_Ca^2+^(U^6+^O_2_)_6_O_6_(OH)_4_·6H_2_O,4,K Ca U O H,5,6,4,6,3782,72,0,0,1,0,1,,,,,,,0,,,,0.001,orange,,,,sheet,,,Y,N,Compreignacite,13.9458,14.3105,13.8959,90,118.477,90,2437.7,monoclinic,m,Cc,,C,,,,470.9,19917,1,7,"Orphan Mine (Orphan Lode; Orphan N.P. 2004; Golden Crown Mining Co. Property; Western Gold And Uranium Property), Grand Canyon Village, Orphan District, South Rim, Coconino Co., Arizona, USA","36.066666666667,-112.15",EG87_1747,Kristen002179,http://rruff.info/mineral_list/locality.php?mineral_name=Rameauite,https://www.mindat.org/min-3356.html
180,Ranunculite,Ranunculite,,Al(UO2)(PO3OH)(OH)3·4H2O,A,Al^3+^(U^6+^O_2_)(P^5+^O_3_OH)(OH)_3_·4H_2_O,,Al U O P H,5,6,1,1,3791,72,0,0,1,0,1,,,,,,,0,,,,0.0003,yellow,8,3,3,,,,Y,N,,11.10,17.7,18.0,90,90,90,3536,monoclinic,,,,,,,,975.3,4313,1,4,"Kobokobo Pegmatite, Mwenga, Sud-Kivu, Democratic Republic Of Congo (Zaïre)","-3.0833333333333,27.133333333333",OGR64_667,Alexandra-0228,http://rruff.info/mineral_list/locality.php?mineral_name=Ranunculite,https://www.mindat.org/min-3365.html
181,Rauchite,Rauchite,,Ni(UO2)2(AsO4)2·10H2O,A,Ni^2+^(U^6+^O_2_)_2_(As^5+^O_4_)_2_·10H_2_O,1,Ni U O As H,5,6,1,1,5867,72,0,0,1,0,1,,27,3.792,102.382,0.797,0,1,,,,0.002,yellowish-green,2,2,2,sheet,,,Y,N,Autunite,7.100,7.125,10.751,106.855,104.366,90.420,502.4,triclinic,-1,P-1,,P,,,,356,12451,1,4,"Belorechenskoe Deposit (Belorechenskoye; Dakhovskoe; Belaya Rechka), Adygea Republic (Adygeya), Northern Caucasus Region, Russia","44.153888888889,40.180277777778",DES416_1018,Alexandra-0074,http://rruff.info/mineral_list/locality.php?mineral_name=Rauchite,https://www.mindat.org/min-43270.html
182,Rauvite,Rauvite,,Ca(UO2)2V10O28·16H2O,Q,Ca^2+^(U^6+^O_2_)_2_V^5+^_10_O_28_·16H_2_O,,Ca U O V H,5,6,31,31,3800,72,0,0,1,0,1,,,,,,,0,,,,,purplish-black,3,,,,,,N,N,,,,,,,,,,,,,,,,,23,38332,1,8,"LaVita Prospect, Marysvale District (Marysvale Uranium Area), Piute Co., Utah, USA",N/A,EG77_453,Hg-00040,http://rruff.info/mineral_list/locality.php?mineral_name=Rauvite,https://www.mindat.org/min-3372.html
183,Redcanyonite,Redcanyonite,,(NH4)2Mn[(UO2)4O4(SO4)2](H2O)4,A,(N^3-^H_4_)_2_Mn^2+^[(U^6+^O_2_)_4_O_4_(S^6+^O_4_)_2_](H_2_O)_4_,1,N H Mn U O S,6,6,1,1,6608,72,0,0,1,0,1,,,,,,,0,,,,,yellowish-orange,,,,sheet,,,In press,Y,Zippeite,8.657,14.155,8.843,90,104.12,90,1050.88,monoclinic,2/m,B2/m,,B,,,,,,0,0,,,,,http://rruff.info/mineral_list/locality.php?mineral_name=Redcanyonite,https://www.mindat.org/min-50786.html
184,Renardite,Renardite,,Pb(UO2)4(PO4)2(OH)4·7H2O,Q,Pb^2+^(UO^6+^_2_)_4_(P^5+^O_4_)_2_(OH)_4_·7(H_2_O),,Pb U O P H,5,6,3,5,3819,72,0,0,1,0,1,,,,,,,0,,,,,yellow,11,,,,,,N,N,,16.01,17.5,13.7,90,90,90,,orthorhombic,2/m2/m2/m,Bmmb,,B,,,,675,4328,1,5,"Shinkolobwe Mine (Kasolo Mine), Shinkolobwe, Katanga Copper Crescent, Katanga (Shaba), Democratic Republic Of Congo (Zaïre)","-11.048333333333,26.550555555556",OGR40_81,Kristen002307,http://rruff.info/mineral_list/locality.php?mineral_name=Renardite,https://www.mindat.org/min-5219.html
185,Richetite,Richetite,,"(Fe,Mg)0.5Pb4.5[U5+(UO2)17O18(OH)14](H2O)19.5",G,"(Fe,Mg)_0.5_Pb^2+^_4.5_[U^5+^(U^6+^O_2_)_17_O_18_(OH)_14_](H_2_O)_19.5_",2,Fe Mg Pb U O H,6,"5,6",7,7,3845,72,0,0,1,0,1,,224,7.807,1748.85,1,0,1,85570,,,,olive-brown,3,3.5,3.5,sheet,,,Y,N,,12.0919,16.3364,20.2881,68.800,78.679,76.118,3600.65,triclinic,-1,P-1,,P,,,,2100,250909,6,23,"Honkilehto, Kuusamo, Northern Finland Region, Finland","66.195833333333,29.005",MD25_S104,Kristen002033,http://rruff.info/mineral_list/locality.php?mineral_name=Richetite,https://www.mindat.org/min-3415.html
186,Rietveldite,Rietveldite,,Fe(UO2)(SO4)2(H2O)5,A,Fe^2+^(U^6+^O_2_)(S^6+^O_4_)_2_(H_2_O)_5_,4,Fe U O S H,5,6,3,3,6607,"72,76",0,0,1,0,1,,,,,,,0,,,,0.0005,brownish-yellow,2,2,2,chain,,,Y,N,Svornostite,12.9577,8.3183,11.2971,90,90,90,1217.7,orthorhombic,mm2,Pmn21,,P,,,,408,22370,2,9,"Willi Agatz Mine, Dresden, Saxony, Germany","51° North , 13° East (est.)",AJS258_1,Cr-00046,http://rruff.info/mineral_list/locality.php?mineral_name=Rietveldite,https://www.mindat.org/min-50771.html
187,Roubaultite,Roubaultite,,Cu2O2(UO2)3(CO3)2(OH)2·4H2O,A,Cu^2+^_2_O_2_(U^6+^O_2_)_3_(C^4+^O_3_)_2_(OH)_2_·4H_2_O,1,Cu O U C H,5,6,3,3,3896,72,0,0,1,0,1,,37,4.236,156.75,0.813,1,1,60064,,,0.003,green,,3,3,chain,,,Y,N,,7.767,6.924,7.85,92.16,90.89,93.48,421.018,triclinic,-1,P-1,,P,,,,675,4328,3,10,"Shinkolobwe Mine (Kasolo Mine), Shinkolobwe, Katanga Copper Crescent, Katanga (Shaba), Democratic Republic Of Congo (Zaïre)","-11.04861,26.55083",OGR40_81,Kristen002307,http://rruff.info/mineral_list/locality.php?mineral_name=Roubaultite,https://www.mindat.org/min-3462.html
188,Rutherfordine,Rutherfordine,,(UO2)(CO3),A,(U^6+^O_2_)C^4+^O_3_,,U O C,3,6,55,55,3915,72,0,0,1,0,1,,7,2.236,15.651,0.796,0,1,27053,,,0.003,green,7,,,sheet,,,Y,N,,4.840,9.273,4.298,90,90,90,192.900,orthorhombic,mm2,Imm2,,I,,,,1850,107795,21,86,"Eldorado Mine (Beaverlodge Mine; Beaverlodge Operation), Eldorado Mining & Refining Ltd. Mines, Beaverlodge Lake Area, Saskatchewan, Canada","59.46667,-108.3667",,Hg-00086,http://rruff.info/mineral_list/locality.php?mineral_name=Rutherfordine,https://www.mindat.org/min-3484.html
